红旗,红旗天工08,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8f051743f0de47e0832d4b7ed0eb4d7d~tplv-resize:640:0.png,1328,"[23.98, 33.98]",一汽红旗,578,中大型SUV,纯电动,2025.01,4年或10万公里
哪吒汽车,哪吒GT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7f4a9f907b14465e9fdf87ff93430bea~tplv-resize:640:0.png,1323,"[18.88, 22.68]",合众汽车,579,跑车,纯电动,2023.04,4年或12万公里
斯柯达,明锐,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e5d55d4c1ece47ceb29e28624cf1ca70~tplv-resize:640:0.png,1232,"[11.89, 12.99]",上汽大众斯柯达,580,紧凑型车,汽油,2024.09,3年或10万公里
现代,菲斯塔,https://p3-dcd.byteimg.com/img/motor-mis-img/59c714d0afdd6fbe61a5108d3c29327f~tplv-resize:640:0.png,1195,"[12.38, 13.98]",北京现代,581,紧凑型车,汽油,2022.11,3年或10万公里
本田,英仕派 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2bf120cedd91403a856299dadaaa5cb8~tplv-resize:640:0.png,1141,"[19.28, 22.18]",东风本田,582,中型车,插电式混合动力,2023.07,3年或10万公里
凯迪拉克,IQ锐歌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5b605a25ad8a418bb3cdadd026658e20~tplv-resize:640:0.png,1097,"[29.76, 41.96]",上汽通用凯迪拉克,583,中大型SUV,纯电动,2023.11,3年不限公里
腾势,腾势Z9 DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d8c67469f3be45288aba0defe4dfdb0a~tplv-resize:640:0.png,1064,"[33.48, 41.48]",腾势汽车,584,中大型车,插电式混合动力,2024.11,6年或15万公里
长安凯程,长安之星9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/628f41aac12211548f30b7868b5ce3ab~tplv-resize:640:0.png,1047,"[9.19, 13.89]",长安轻型车,585,微面,纯电动,2024.03,3年或6万公里
荣威,荣威iMAX8 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9939c7a9f9fe0f62a15eb3c074b52123~tplv-resize:640:0.png,1036,"[25.98, 35.98]",上汽集团,586,中大型MPV,纯电动,2022.08,6年或15万公里
福特,途睿欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,1030,"[21.16, 25.2]",江铃福特,587,中型MPV,汽油,2024.03,3年或6万公里
红旗,红旗E-HS9,https://p3-dcd.byteimg.com/img/motor-mis-img/fb5c6d20cd6044b28f6eec55dcd6c61c~tplv-resize:640:0.png,1015,"[50.98, 77.98]",一汽红旗,588,大型SUV,纯电动,2024.03,4年或10万公里
东风风行,风行游艇,https://p3-dcd.byteimg.com/img/motor-mis-img/85a0e84f644c302002af793cd2b3584a~tplv-resize:640:0.png,1002,"[11.49, 15.19]",东风风行,589,中型MPV,汽油,2023.10,8年或16万公里
福特,福特电马,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7b88c973a0d548a38057e70ecc07c08e~tplv-resize:640:0.png,999,"[23.98, 35.98]",长安福特,590,中型SUV,纯电动,2023.12,4年或10万公里
长安,长安CS75 PLUS 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/15f26583cf9d4e39a8b2585dd8921ff7~tplv-resize:640:0.png,990,"[13.99, 13.99]",长安汽车,591,紧凑型SUV,插电式混合动力,2023.08,3年或10万公里
长安,长安UNI-K 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7960d1c00c644449d528cf7b5d922ec~tplv-resize:640:0.png,966,"[17.29, 20.09]",长安汽车,592,中型SUV,插电式混合动力,2024.01,3年或12万公里
一汽,森雅R7,https://p9-dcd.byteimg.com/img/motor-mis-img/aecc527761d81e6b35253fef9d34ec02~tplv-resize:640:0.png,966,"[7.98, 8.98]",一汽吉林,593,小型SUV,汽油,2024.04,3年或6万公里
别克,别克E4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7b0b904c4c184c7d876f387161273de3~tplv-resize:640:0.png,929,"[12.99, 19.99]",上汽通用别克,594,中大型SUV,纯电动,2023.06,3年或10万公里
江淮汽车,江淮X8 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cf84c6dcdafb46cbbde7cd49e3cd70df~tplv-resize:640:0.png,910,"[9.98, 16.98]",江汽集团,595,中型SUV,汽油,2023.10,3年或10万公里
大众,途安L,https://p9-dcd.byteimg.com/img/motor-mis-img/20f107b28a94a16705865e9b91e79819~tplv-resize:640:0.png,897,"[15.18, 18.08]",上汽大众,596,紧凑型MPV,汽油,2023.10,3年或10万公里
福特,EVOS,https://p3-dcd.byteimg.com/img/motor-mis-img/62f1f5c9892cfbf4cf1c75e071638aa7~tplv-resize:640:0.png,892,"[15.98, 21.98]",长安福特,597,中型SUV,汽油,2021.11,3年或10万公里
智己汽车,智己L7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8edb77cb2b3049aab144e1e1b94869ed~tplv-resize:640:0.png,889,"[23.88, 47.88]",智己汽车,598,中大型车,纯电动,2024.02,5年或15万公里
海马,海马7X,https://p9-dcd.byteimg.com/img/motor-mis-img/0ccdcce434e8438ddd85acf1f1502c03~tplv-resize:640:0.png,864,"[12.98, 16.38]",一汽海马,599,紧凑型MPV,汽油,2023.08,5年或10万公里
上汽大通MAXUS,大家7 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/91bdc8d73c5d469a821b6f6b5cefead5~tplv-resize:640:0.png,850,"[13.58, 28.98]",上汽大通,600,中型MPV,纯电动,2023.11,5年或10万公里
中国重汽VGV,VGV U70Pro,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0e43fe1bec5648d3bbedddad25f4e46d~tplv-resize:640:0.png,846,"[7.78, 11.58]",中国重汽VGV,601,中型SUV,汽油,2022.10,7年或15万公里
捷豹,捷豹E-PACE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,841,"[18.47, 22.47]",奇瑞捷豹路虎,602,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
岚图,岚图追光 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,839,"[32.29, 38.59]",岚图汽车,603,中大型车,纯电动,2023.04,5年或10万公里
荣威,CLEVER,https://p9-dcd.byteimg.com/img/motor-mis-img/0df783917aab490ada07cd607aa9dedf~tplv-resize:640:0.png,836,"[5.2, 5.2]",上汽集团,604,微型车,纯电动,2022.03,3年或10万公里
荣威,荣威iMAX8 DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/007e188b81484572877fdc75f0f834df~tplv-resize:640:0.png,831,"[19.99, 24.99]",上汽集团,605,中大型MPV,插电式混合动力,2024.11,6年或15万公里
上汽大通MAXUS,大通G90,https://p9-dcd.byteimg.com/img/motor-mis-img/a1ee687418329152e9c1b720e140a392~tplv-resize:640:0.png,802,"[18.99, 31.99]",上汽大通,606,中大型MPV,汽油,2024.08,3年或10万公里
ARCFOX极狐,极狐 阿尔法T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dd472c544e4543c2a73cff99e44f8bdc~tplv-resize:640:0.png,796,"[12.58, 22.08]",北汽新能源,607,中型SUV,纯电动,2023.06,3年或12万公里
沃尔沃,沃尔沃EM90,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a8576dde5a0b482ca4fbd49702adc93f~tplv-resize:640:0.png,784,"[81.8, 81.8]",沃尔沃亚太,608,中大型MPV,纯电动,2023.11,6年不限里程
启辰,启辰星,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0b6cc8b5a444a168d223471447a26dc~tplv-resize:640:0.png,784,"[9.66, 11.96]",东风日产,609,紧凑型SUV,汽油,2022.11,3年或10万公里
比亚迪,比亚迪D1,https://p9-dcd.byteimg.com/img/motor-mis-img/16a73f90c37db0a802139dd3bcb55a8b~tplv-resize:640:0.png,773,"[10.98, 11.48]",比亚迪,610,紧凑型MPV,纯电动,2023.06,6年或15万公里
合创汽车,合创V09,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7326212aa38e48f4983959b242a74c05~tplv-resize:640:0.png,753,"[31.88, 43.88]",合创汽车,611,中大型MPV,纯电动,2023.10,6年或15万公里
雪佛兰,雪佛兰畅巡,https://p9-dcd.byteimg.com/img/motor-mis-img/017ffe70e741c3fe352de81cc84795ce~tplv-resize:640:0.png,753,"[15.69, 17.19]",上汽通用雪佛兰,612,紧凑型车,纯电动,2023.06,3年或10万公里
起亚,焕驰,https://p3-dcd.byteimg.com/img/motor-mis-img/c655aa38e008e10259a76a207c62a295~tplv-resize:640:0.png,734,"[6.59, 6.69]",起亚,613,小型车,汽油,2020.08,3年或10万公里
名爵,MG Cyberster,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ac9ac9b7da874f58987ca01e8dd4cb22~tplv-resize:640:0.png,690,"[31.98, 36.58]",上汽集团,614,跑车,纯电动,2023.11,6年或15万公里
上汽大通MAXUS,大家7超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c20bcc04c2e143a4a51c2d2ddda8831a~tplv-resize:640:0.png,640,"[18.49, 23.99]",上汽大通,615,中型MPV,插电式混合动力,2024.06,3年或10万公里
起亚,索奈,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f51d6641c9c34d02b7833d4b2f9fd602~tplv-resize:640:0.png,640,"[8.19, 9.09]",起亚,616,小型SUV,汽油,2024.04,3年或10万公里
上汽大通MAXUS,大家9超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/589970fa48a2417192313a9ea2c696ba~tplv-resize:640:0.png,615,"[24.99, 33.99]",上汽大通,617,中大型MPV,插电式混合动力,2024.10,3年或10万公里
北京汽车,北京X7 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/3973cc2669a77069d8fe16a19b54ae6c~tplv-resize:640:0.png,576,"[18.49, 21.69]",北京汽车,618,紧凑型SUV,插电式混合动力,2020.06,5年或10万公里
东风富康,富康ES600,https://p3-dcd.byteimg.com/img/motor-mis-img/9d0422fde61435579a20862d9847eecf~tplv-resize:640:0.png,565,"[15.38, 16.38]",神龙汽车,619,紧凑型车,纯电动,2022.11,3年或12万公里
雪佛兰,星迈罗,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8872eb50f9e04be1b5b3314e99ffbca7~tplv-resize:640:0.png,561,"[8.49, 10.99]",上汽通用雪佛兰,620,紧凑型SUV,汽油,2023.07,3年或10万公里
丰田,威兰达PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe0a534abd314543a5f1f803bab7597d~tplv-resize:640:0.png,543,"[24.68, 28.18]",广汽丰田,621,紧凑型SUV,插电式混合动力,2024.06,3年或10万公里
长安启源,长安启源E07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a0212634414e45f59deaa96ce4ee4977~tplv-resize:640:0.png,535,"[19.99, 31.99]",长安启源,622,中大型SUV,增程式,2024.10,3年或12万公里
埃安,AION LX,https://p9-dcd.byteimg.com/img/motor-mis-img/dbf23140365cfdd6d48480c3fd5bbe46~tplv-resize:640:0.png,535,"[23.66, 41.96]",广汽埃安新能源,623,中型SUV,纯电动,2022.01,4年或15万公里
江淮瑞风,瑞风RF8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/39afc55e13524aa282721edb3f7fef84~tplv-resize:640:0.png,496,"[16.99, 20.99]",江汽集团,624,中大型MPV,汽油,2024.01,5年或10万公里
小虎,小虎FEV,https://p9-dcd.byteimg.com/img/motor-mis-img/9265da77f9e501614776f2afe7afa78f~tplv-resize:640:0.png,493,"[4.19, 5.59]",宏瑞汽车,625,微型车,纯电动,2022.03,3年或6万公里
奔腾,奔腾M9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,481,"[22.98, 24.98]",一汽奔腾,626,中大型MPV,48V轻混系统,2023.10,3年或10万公里
英菲尼迪,英菲尼迪QX50,https://p3-dcd.byteimg.com/img/motor-mis-img/6538990a28bbef23dac96e53c83ddce2~tplv-resize:640:0.png,478,"[23.08, 27.18]",东风英菲尼迪,627,中型SUV,汽油,2023.11,4年或10万公里
腾势,腾势N8 DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ec78984f21fa4cca973f9ce89320d770~tplv-resize:640:0.png,469,"[30.18, 30.88]",腾势汽车,628,中大型SUV,插电式混合动力,2023.08,6年或15万公里
别克,昂扬,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83dfea1c6d9a4ca6a1d324a8c13ae3e6~tplv-resize:640:0.png,454,"[11.29, 13.89]",上汽通用别克,629,紧凑型SUV,汽油,2021.08,3年或10万公里
星途,星途追风 C-DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/706fe3524bd448329cfccb226e168c57~tplv-resize:640:0.png,446,"[12.98, 19.58]",星途,630,紧凑型SUV,插电式混合动力,2024.01,3年或10万公里
本田,猎光e:NS2,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8ff010b33b2149b6bb8ba23802679638~tplv-resize:640:0.png,440,"[15.98, 17.98]",东风本田,631,紧凑型SUV,纯电动,2024.06, 3年或10万公里
灵悉,灵悉L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/11a62ecc117449038c3ed3271aa6752a~tplv-resize:640:0.png,413,"[12.98, 12.98]",东风本田,632,中型车,纯电动,2024.09,3年或10万公里
上汽大通MAXUS,大通G70,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5773a7982d5488488c634703c9736d1~tplv-resize:640:0.png,405,"[12.98, 18.48]",上汽大通,633,中型MPV,汽油,2023.11,5年或10万公里
上汽大通MAXUS,大家5 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,364,"[19.48, 22.78]",上汽大通,634,紧凑型MPV,纯电动,2023.08,3年或8万公里
上汽大通MAXUS,大家5 PLUG IN,https://p9-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,353,"[16.88, 19.88]",上汽大通,635,紧凑型MPV,插电式混合动力,2024.03,3年或8万公里
上汽大通MAXUS,领地,https://p3-dcd.byteimg.com/img/motor-mis-img/fd99ba99b35ccc8d6e1562f1142f1856~tplv-resize:640:0.png,346,"[19.18, 27.48]",上汽大通,636,中大型SUV,汽油,2023.06,3年或10万公里
凯翼,轩度,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/01a8d7ccd96c4467ac31dc7f624a5a3f~tplv-resize:640:0.png,346,"[7.98, 9.39]",凯翼汽车,637,紧凑型车,汽油,2023.06,3年或10万公里
奥迪,奥迪e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/e8587b667f120eb9f0f98d11371b8b74~tplv-resize:640:0.png,328,"[34.48, 40.88]",一汽奥迪,638,中大型SUV,纯电动,2021.04,3年或10万公里
标致,标致2008,https://p3-dcd.byteimg.com/img/motor-mis-img/6b4e64ab6004f080dee3bd0eb61b322a~tplv-resize:640:0.png,315,"[9.47, 9.47]",东风标致,639,小型SUV,汽油,2021.10,3年或10万公里
睿蓝汽车,睿蓝X3 PRO,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d326a4f1d98f42e69d2d69e4fec18c6c~tplv-resize:640:0.png,301,"[5.59, 8.99]",睿蓝汽车,640,小型SUV,汽油,2024.03,4年或10万公里
睿蓝汽车,睿蓝8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7e1a3e576f2446df8149b00fd7033b44~tplv-resize:640:0.png,299,"[13.78, 15.38]",睿蓝汽车,641,紧凑型MPV,纯电动,2024.11,4年或15万公里
比亚迪,宋MAX DM,https://p3-dcd.byteimg.com/img/motor-mis-img/7ec97e2a0cd2675c197335c8319f94b1~tplv-resize:640:0.png,291,"[13.78, 16.48]",比亚迪,642,紧凑型MPV,插电式混合动力,2022.03,6年或15万公里
雪佛兰,创酷,https://p3-dcd.byteimg.com/img/motor-mis-img/7f32d8c6bf3899a4d61b5059c5717c70~tplv-resize:640:0.png,289,"[8.49, 10.39]",上汽通用雪佛兰,643,小型SUV,汽油,2023.07,3年或10万公里
上汽大通MAXUS,大通G20,https://p9-dcd.byteimg.com/img/motor-mis-img/fbaf1f27f26a49e3625ae674b6916cc8~tplv-resize:640:0.png,284,"[15.88, 25.28]",上汽大通,644,中大型MPV,汽油,2024.03,3年或6万公里
哈弗,哈弗赤兔,https://p9-dcd.byteimg.com/img/motor-mis-img/e7839b650abba0c7b787aa48aa248b4f~tplv-resize:640:0.png,251,"[8.28, 12.88]",长城汽车,645,紧凑型SUV,汽油,2023.04,3年或10万公里
睿蓝汽车,枫叶80v,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ba39c93926014a6c91d2debeb1d61f3c~tplv-resize:640:0.png,238,"[8.98, 17.87]",睿蓝汽车,646,紧凑型MPV,纯电动,2024.06,1年或15万公里
奔腾,奔腾T99,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c824422f6b304aa381f609de73f94fc3~tplv-resize:640:0.png,202,"[13.49, 18.69]",一汽奔腾,647,中大型SUV,汽油,2022.12,3年或10万公里
Polestar极星,Polestar 3,https://p9-dcd.byteimg.com/img/motor-mis-img/a4e4667334401e7b732d20d53424d6c0~tplv-resize:640:0.png,138,"[69.8, 79.8]",Polestar,651,中大型SUV,纯电动,2022.10,3年不限公里
领途汽车,领途M8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/24597883322840078ffa62d4bdee55b9~tplv-resize:640:0.png,119,"[7.28, 7.28]",领途汽车,652,中大型MPV,汽油,2024.09,3年或6万公里
北京,北京BJ80,https://p3-dcd.byteimg.com/img/motor-mis-img/4f52b32a408cd7fd40a897d72970964f~tplv-resize:640:0.png,117,"[27.8, 37.8]",北京汽车,653,中大型SUV,汽油,2023.12,3年或10万公里
DS,DS 7,https://p3-dcd.byteimg.com/img/motor-mis-img/ed26b29c1b4cc3f3c703070d4997ce5e~tplv-resize:640:0.png,109,"[24.99, 32.99]",DS汽车,654,紧凑型SUV,汽油,2022.11,3年或10万公里
江淮汽车,江淮X8 E家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/44bd109db40447ae830d6c9e31546bfd~tplv-resize:640:0.png,107,"[9.98, 15.38]",江汽集团,655,中型SUV,插电式混合动力,2024.10,3年或10万公里
长安,长安CS95,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c8c2f3936912439c9a470b5aaa1ee7e1~tplv-resize:640:0.png,105,"[16.79, 19.19]",长安汽车,656,中大型SUV,汽油,2023.02,3年或10万公里
海马,海马7X-E,https://p9-dcd.byteimg.com/img/motor-mis-img/83764d01c17f4ed726bfa1c8da24270c~tplv-resize:640:0.png,89,"[21.98, 25.98]",一汽海马,657,紧凑型MPV,纯电动,2022.09,5年或10万公里
高合,高合HiPhi Z,https://p9-dcd.byteimg.com/img/motor-mis-img/192162a7af84b3b059801c4d261ddeb7~tplv-resize:640:0.png,89,"[51, 63]",华人运通,658,中大型车,纯电动,2023.10,5年或15万公里
仰望,仰望U9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/186f2e881a6b480ba9f1478de76f0808~tplv-resize:640:0.png,88,"[168, 168]",仰望,659,跑车,纯电动,2024.02,6年或15万公里
江淮汽车,江淮A5 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e5430a14461b4eb6abff5a4265b9dd3a~tplv-resize:640:0.png,87,"[5.38, 12.78]",江汽集团,660,紧凑型车,汽油,2024.03,3年或10万公里
红旗,红旗国耀,https://p3-dcd.byteimg.com/img/motor-mis-img/0b094b3ada0704b3ef49fa69acb10d59~tplv-resize:640:0.png,81,"[136.58, 146.58]",一汽红旗,661,大型SUV,汽油,2022.08,4年或10万公里
路虎,发现运动版PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/be4baa8456f641808b9ef8933a9d8333~tplv-resize:640:0.png,74,"[40.98, 40.98]",奇瑞捷豹路虎,662,中型SUV,插电式混合动力,2023.07,3年或10万公里
丰田,RAV4荣放PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/4fcf011be1ed190903989d9a4c87225d~tplv-resize:640:0.png,72,"[19.88, 25.78]",一汽丰田,663,紧凑型SUV,插电式混合动力,2024.09,3年或10万公里
沃尔沃,沃尔沃S60 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/48f78dea43964ad98161a30d65d52951~tplv-resize:640:0.png,69,"[33.39, 38.29]",沃尔沃亚太,664,中型车,插电式混合动力,2023.07,3年不限公里
捷途,捷途大圣i-DM,https://p3-dcd.byteimg.com/img/motor-mis-img/5a5c0c454597739f799050109820d01c~tplv-resize:640:0.png,61,"[13.99, 15.99]",奇瑞汽车,665,紧凑型SUV,插电式混合动力,2023.04,4年或10万公里
腾势,腾势Z9 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8b5595571c740f0b69b23fe4d66dde4~tplv-resize:640:0.png,56,"[35.48, 38.48]",腾势汽车,666,中大型车,纯电动,2024.11,6年或15万公里
本田,享域,https://p3-dcd.byteimg.com/img/motor-mis-img/f2ed945c45d908125c08d0c9ae3c718c~tplv-resize:640:0.png,52,"[8.48, 14.49]",东风本田,667,紧凑型车,汽油,2022.03,3年或10万公里
奔腾,奔腾B70S,https://p3-dcd.byteimg.com/img/motor-mis-img/6c5efbe832eebd5cac8292af76a42d83~tplv-resize:640:0.png,48,"[10.99, 14.29]",一汽奔腾,668,紧凑型SUV,汽油,2022.11,3年或10万公里
哈弗,哈弗神兽,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2b24862d74c248ca999345985785ab0c~tplv-resize:640:0.png,42,"[11.5, 15.2]",长城汽车,669,紧凑型SUV,汽油,2023.03,3年或10万公里
福特,领界,https://p3-dcd.byteimg.com/img/motor-mis-img/0fe20c206f939c5f163ea779cb222287~tplv-resize:640:0.png,42,"[7.98, 13.48]",江铃福特,670,紧凑型SUV,汽油,2022.03,3年或10万公里
哈弗,哈弗H6 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/f6c414b7d3d6068a4cf97e19b1f7b11f~tplv-resize:640:0.png,38,"[13.98, 15.38]",长城汽车,671,紧凑型SUV,插电式混合动力,2022.09,6年或15万公里包修
领克,领克05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8e49b33114d54fc8b11392e2ffdf0c36~tplv-resize:640:0.png,20,"[17.78, 22.68]",领克,681,紧凑型SUV,汽油,2023.03,4年或10万公里
奥迪,奥迪Q2L e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/5baddc755b3d04932ff63931b637f51d~tplv-resize:640:0.png,20,"[24.38, 24.38]",一汽奥迪,682,小型SUV,纯电动,2021.12,3年或10万公里
红旗,红旗国礼,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dcc20ee3f08749d9bd2a6eb1febf1d11~tplv-resize:640:0.png,20,"[718, 718]",一汽红旗,683,大型车,汽油,2024.06,4年或10万公里
合创汽车,合创007,https://p9-dcd.byteimg.com/img/motor-mis-img/08a44355529f774514bb9aa8957929a2~tplv-resize:640:0.png,15,"[29.98, 29.98]",合创汽车,684,中型SUV,纯电动,2021.05,5年不限公里
丰田,一汽丰田bZ4X,https://p3-dcd.byteimg.com/img/motor-mis-img/189c3b232b99c56e0bfb8f4a5acc800b~tplv-resize:640:0.png,13,"[13.98, 22.48]",一汽丰田,685,中型SUV,纯电动,2022.10,3年或10万公里
SWM斯威汽车,斯威X3,https://p3-dcd.byteimg.com/img/motor-mis-img/e378ebdc44c1db74a9ce8171e550701c~tplv-resize:640:0.png,12,"[5.88, 5.88]",SWM斯威汽车,686,紧凑型SUV,汽油,2022.01,8年或16万公里
理念,广汽本田VE-1,https://p3-dcd.byteimg.com/img/motor-mis-img/6b45b76df3eac473edc4da19a10ce8d7~tplv-resize:640:0.png,6,"[12.98, 15.68]",广汽本田,687,小型SUV,纯电动,2022.09,3年或10万公里
DS,DS 9 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/6505fe35f2a3a3ffa5a1ffbb7bd5a617~tplv-resize:640:0.png,5,"[33.49, 40.49]",DS汽车,688,中型车,插电式混合动力,2022.03,8年或12万公里
名爵,MG ZS,https://p3-dcd.byteimg.com/img/motor-mis-img/65ffd10557f995aeb3d5743592e170aa~tplv-resize:640:0.png,5,"[7.58, 8.98]",上汽集团,689,小型SUV,汽油,2022.07,3年或10万公里
启辰,启辰T60,https://p3-dcd.byteimg.com/img/motor-mis-img/9e393843ac2d25e558685dcb68894719~tplv-resize:640:0.png,3,"[7.88, 10.48]",东风日产,690,小型SUV,汽油,2021.10,3年或10万公里
领克,领克01 EM-P,https://p3-dcd.byteimg.com/img/motor-mis-img/1b7a153b55bfaf41e0a0cf1f0e7b9995~tplv-resize:640:0.png,3,"[18.58, 21.38]",领克,691,紧凑型SUV,插电式混合动力,2022.08,4年或10万公里
捷达,捷达VA7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/af461b8b26ae48a1bad974b6d3fdea55~tplv-resize:640:0.png,2,"[8.97, 11.97]",一汽-大众捷达,692,紧凑型车,汽油,2025.01,3年或10万公里
上汽大通MAXUS,大家MIFA氢,https://p9-dcd.byteimg.com/img/motor-mis-img/c75885b65ae6a88d10fc9c0e07324e11~tplv-resize:640:0.png,2,"[79.38, 89.38]",上汽大通,693,中大型MPV,氢燃料电池,2022.06,3年或8万公里
启辰,启辰T60 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/8580d3841feffe043c2ca57c2cf034c7~tplv-resize:640:0.png,2,"[18.98, 18.98]",东风日产,694,小型SUV,纯电动,2023.03,3年或12万公里
广汽集团,绎乐,https://p9-dcd.byteimg.com/img/motor-mis-img/7c81468c2481b939613261d525bd1e8b~tplv-resize:640:0.png,1,"[16.78, 18.98]",广汽本田,695,紧凑型车,纯电动,2021.03,4年或15万公里
奔腾,奔腾E01,https://p3-dcd.byteimg.com/img/motor-mis-img/3775b0fd779b392934bda5da3e46864d~tplv-resize:640:0.png,1,"[19.68, 22.88]",一汽奔腾,696,中型SUV,纯电动,2020.09,不限年限/里程(责任免除条款以官方为准)
Polestar极星,Polestar 2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/30377eee16ca4c25bacdb5e14ca94a5f~tplv-resize:640:0.png,1,"[29.98, 35.88]",Polestar,697,紧凑型车,纯电动,2023.04,3年不限公里
